Table with column headers in row 3,,,,
State Postal Code,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
NH,Clarksville School District,296,26,4
NH,Colebrook School District,"2,100",251,32
NH,Columbia School District,664,57,6
NH,Concord School District,"39,154","4,739",373
NH,Contoocook Valley School District,"19,068","2,711",148
NH,Conway School District,"10,232","1,197",135
NH,Coos County School District,81,4,0
NH,Cornish School District,"1,650",180,8
NH,Croydon School District,818,96,11
NH,Deerfield School District,"4,936",746,33
NH,Derry School District,"34,890","5,121",293
NH,Dover School District,"33,088","4,199",325
NH,Dresden School District,"11,871",806,12
NH,Dummer School District,308,35,4
NH,Dunbarton School District,"3,048",510,12
NH,East Kingston School District,"2,482",182,4
NH,Eaton School District,422,29,4
NH,Ellsworth School District,93,12,3
NH,Epping School District,"7,244",971,48
NH,Epsom School District,"4,903",679,27
NH,Errol School District,300,15,1
NH,Exeter Regional Cooperative School District,"35,089","2,966",69
NH,Exeter School District,"16,317",970,38
NH,Fall Mountain Regional School District,"12,002","1,559",134
NH,Farmington School District,"6,793",913,114
NH,Franklin School District,"8,867","1,215",170
NH,Freedom School District,"1,760",143,14
NH,Fremont School District,"4,818",650,17
NH,Gilford School District,"7,829","1,085",43
NH,Gilmanton School District,"4,012",568,34
NH,Goffstown School District,"18,738","2,589",93
NH,Gorham Randolph Shelburne Cooperative School District,"3,405",425,36
NH,Goshen School District,812,101,9
NH,Governor Wentworth Regional School District,"19,079","2,287",222
NH,Grantham School District,"3,475",459,13
NH,Greenland School District,"4,135",601,15
NH,Hale's Location School District,137,2,1
NH,Hampstead School District,"9,148","1,349",32
NH,Hampton Falls School District,"2,443",239,5
NH,Hampton School District,"16,485","1,093",56
NH,Hanover School District,"11,871",542,10
NH,Harrisville School District,996,118,10
NH,Hart's Location School District,71,7,1
NH,Haverhill Cooperative School District,"4,585",642,63
NH,Henniker School District,"6,274",423,26
NH,Hill School District,"1,032",138,14
NH,Hillsboro-Deering Cooperative School District,"7,911","1,092",73
NH,Hinsdale School District,"3,994",579,55
NH,Holderness School District,"2,004",159,11
NH,Hollis School District,"8,414",682,17
NH,Hollis-Brookline Cooperative School District,"14,102","1,431",25
NH,Hooksett School District,"15,085","2,142",89
NH,Hopkinton School District,"5,999","1,081",37
NH,Hudson School District,"25,614","3,653",141
NH,Inter-Lakes School District,"9,359","1,083",86
NH,Jackson School District,"1,071",92,5
NH,Jaffrey-Rindge Cooperative School District,"11,934","1,694",88
NH,John Stark Regional School District,"15,444",752,23
NH,Kearsarge Regional School District,"16,050","2,040",94
NH,Keene School District,"23,316","2,905",273
NH,Kensington School District,"2,130",152,4
NH,Laconia School District,"17,156","2,184",274
NH,Lafayette Regional School District,"2,022",119,11
NH,Landaff School District,446,52,4
NH,Lebanon School District,"14,283","1,533",109
NH,Lempster School District,"1,141",154,21
NH,Lincoln-Woodstock School District,"3,065",362,44
NH,Lisbon Regional School District,"2,206",320,48
NH,Litchfield School District,"8,551","1,402",31
NH,Littleton School District,"6,006",758,84
NH,Londonderry School District,"26,257","4,411",131
NH,Lyme School District,"1,745",327,10
NH,Madison School District,"2,672",321,22
NH,Manchester School District,"116,644","14,516","1,676"
NH,Marlborough School District,"2,120",311,28
NH,Marlow School District,758,111,11
NH,Mascenic Regional School District,"7,240","1,216",52
NH,Mascoma Valley Regional School District,"10,261","1,207",101
NH,Mason School District,"1,460",214,8
NH,Merrimack School District,"26,862","4,158",94
NH,Merrimack Valley School District,"18,549","2,553",182
NH,Middleton School District,"1,842",272,25
NH,Milan School District,"1,368",184,19
NH,Milford School District,"16,270","2,405",98
NH,Milton School District,"4,529",595,58
NH,Monadnock Regional School District,"14,082","1,879",150
NH,Monroe School District,864,150,10
NH,Mont Vernon School District,"2,606",324,7
NH,Moultonborough School District,"5,123",533,40
NH,Nashua School District,"92,112","12,179",896
NH,Nelson School District,636,84,5
NH,New Boston School District,"6,161","1,100",25
NH,New Castle School District,"1,017",82,1
NH,Newfields School District,"1,798",137,5
NH,Newfound Area School District,"11,067","1,325",128
NH,Newington School District,825,97,4
NH,Newmarket School District,"9,588","1,004",59
NH,Newport School District,"6,430",865,125
NH,North Hampton School District,"4,614",396,13
NH,Northumberland School District,"2,142",291,36
NH,Northwood School District,"4,719",644,39
NH,Nottingham School District,"5,316",764,19
NH,Oyster River Cooperative School District,"22,160","2,310",55
NH,Pelham School District,"14,345","2,224",48
NH,Pembroke School District,"7,311","1,116",73
NH,Pemi-Baker Regional School District,"19,020",746,54
NH,Piermont School District,769,119,15
NH,Pittsburg School District,806,54,7
NH,Pittsfield School District,"4,134",587,64
NH,Plainfield School District,"2,510",352,10
NH,Plymouth School District,"6,683",438,45
NH,Portsmouth School District,"22,323","2,295",126
NH,Profile School District,"4,506",274,26
NH,Prospect Mountain High School Joint Maintenance Agreement District,"10,992",499,24
NH,Raymond School District,"10,862","1,324",77
NH,Rivendell Interstate School District,"1,237",156,14
NH,Rochester School District,"32,836","4,376",502
NH,Rollinsford School District,"2,624",365,14
NH,Rumney School District,"1,498",118,16
NH,Rye School District,"5,636",631,22
NH,Salem School District,"30,592","3,904",163
NH,Sanborn Regional School District,"11,206","1,465",57
NH,Seabrook School District,"8,541",551,69
NH,Shaker Regional School District,"9,860","1,381",103
NH,Somersworth School District,"11,981","1,620",174
NH,Souhegan Cooperative School District,"14,461",904,11
NH,South Hampton School District,909,124,2
NH,Stark School District,482,55,9
NH,Stewartstown School District,819,83,14
NH,Stoddard School District,"1,390",189,12
NH,Strafford School District,"4,275",738,24
NH,Stratford School District,667,72,16
NH,Stratham School District,"7,797",553,10
NH,Sullivan School District,666,68,6
NH,Sunapee School District,"3,411",435,22
NH,Surry School District,830,116,3
NH,Tamworth School District,"2,929",326,45
NH,Thornton School District,"2,708",240,17
NH,Timberlane Regional School District,"26,305","3,719",103
NH,Unity School District,"1,550",166,15
NH,Wakefield School District,"5,418",684,55
NH,Warren School District,825,111,24
NH,Washington School District,"1,217",165,17
NH,Waterville Valley School District,508,61,1
NH,Weare School District,"9,170",975,42
NH,Wentworth School District,845,57,9
NH,Westmoreland School District,"1,726",205,10
NH,White Mountain Regional School District,"8,568","1,110",103
NH,Wilton-Lyndeborough School District,"5,646",793,27
NH,Winchester School District,"4,198",566,65
NH,Windham School District,"16,081","3,001",49
NH,Windsor School District,264,46,1
NH,Winnacunnet Cooperative School District,"32,083","1,186",49
NH,Winnisquam Regional School District,"12,048","1,728",133
NJ,Absecon City School District,"9,174","1,278",142
NJ,Alexandria Township School District,"4,840",481,16
NJ,Allamuchy Township School District,"5,398",661,30
NJ,Allendale Borough School District,"6,828",872,23
NJ,Allenhurst Borough School District,472,54,5
NJ,Alloway Township School District,"3,297",548,21
NJ,Alpha Borough School District,"2,355",312,32
NJ,Alpine Borough School District,"1,757",293,15
NJ,Andover Regional School District,"6,676",850,38
NJ,Asbury Park City School District,"15,199","1,961",531
NJ,Atlantic City School District,"38,652","6,281","1,978"
NJ,Atlantic Highlands Borough School District,"4,417",286,7
NJ,Audubon Borough School District,"9,724","1,338",81
NJ,Avalon Borough School District,"1,248",64,1
NJ,Avon-by-the-Sea Borough School District,"1,934",203,9
NJ,Barnegat Township School District,"25,002","3,646",472
NJ,Barrington Borough School District,"7,094",970,76
NJ,Bass River Township School District,"1,367",90,13
NJ,Bay Head Borough School District,957,114,4
NJ,Bayonne City School District,"69,561","11,543","1,808"
NJ,Beach Haven Borough School District,"1,057",39,3
NJ,Bedminster Township School District,"8,308",858,31
NJ,Belleville Town School District,"37,591","5,373",803
NJ,Bellmawr Borough School District,"11,739","1,085",160
NJ,Belmar Borough School District,"5,911",560,59
NJ,Belvidere Town School District,"2,550",402,39
NJ,Bergenfield Borough School District,"28,240","4,584",355
NJ,Berkeley Heights Township School District,"13,157","2,513",44
NJ,Berkeley Township School District,"45,025","2,400",250
NJ,Berlin Borough School District,"7,509",850,63
NJ,Berlin Township School District,"5,883",796,154
NJ,Bernards Township School District,"27,952","5,392",88
NJ,Bethlehem Township School District,"3,769",399,9
NJ,Beverly City School District,"2,522",412,90
NJ,Black Horse Pike Regional School District,"86,299","4,576",510
NJ,Blairstown Township School District,"7,388",500,23
NJ,Bloomfield Township School District,"52,229","7,235",840
NJ,Bloomingdale Borough School District,"7,626",980,57
NJ,Bloomsbury Borough School District,797,93,8
NJ,Bogota Borough School District,"8,753","1,348",143
NJ,Boonton Town School District,"8,847","1,185",129
NJ,Boonton Township School District,"4,399",753,26
NJ,Bordentown Regional School District,"16,460","2,303",122
NJ,Bound Brook Borough School District,"12,041","1,829",275
NJ,Bradley Beach Borough School District,"4,285",363,40
NJ,Branchburg Township School District,"15,005","2,288",47
NJ,Brick Township School District,"75,758","10,274",982
NJ,Bridgeton City School District,"26,768","5,307","1,453"
NJ,Bridgewater-Raritan Regional School District,"54,048","8,971",286
NJ,Brielle Borough School District,"4,986",837,18
NJ,Brigantine City School District,"7,747",693,73
NJ,Brooklawn Borough School District,"1,820",284,54
NJ,Buena Regional School District,"11,580","1,789",216
NJ,Burlington City School District,"9,832","1,460",321
NJ,Burlington Township School District,"24,203","3,926",310
NJ,Butler Borough School District,"8,076","1,067",66
NJ,Byram Township School District,"8,131",853,37
NJ,Caldwell-West Caldwell School District,"19,708","3,046",134
NJ,Califon Borough School District,"1,011",107,4
NJ,Camden City School District,"71,986","14,822","6,061"
NJ,Cape May City School District,"2,778",140,11
NJ,Cape May Point Borough School District,306,12,1
NJ,Carlstadt Borough School District,"6,354",590,57
NJ,Carlstadt-East Rutherford School District,"16,347",650,50
NJ,Carteret Borough School District,"25,275","4,338",649
NJ,Cedar Grove Township School District,"12,766","1,874",76
NJ,Central Regional School District,"52,699","2,423",260
NJ,Cherry Hill Township School District,"74,756","12,501",866
NJ,Chesilhurst Borough School District,"1,540",206,44
NJ,Chester Township School District,"9,428","1,211",31
NJ,Chesterfield Township School District,"9,509",731,14
NJ,Cinnaminson Township School District,"17,221","2,934",138
NJ,Clark Township School District,"15,395","2,393",56
NJ,Clayton Borough School District,"8,932","1,535",175
NJ,Clearview Regional School District,"29,287","2,657",107
NJ,Clementon Borough School District,"5,352",813,210
NJ,Cliffside Park Borough School District,"25,619","2,971",609
NJ,Clifton City School District,"88,577","13,683","1,750"
NJ,Clinton Town-Glen Gardner School District,"4,484",448,19
NJ,Clinton Township School District,"13,592","1,282",29
NJ,Closter Borough School District,"8,569","1,145",58
NJ,Collingswood Borough School District,"14,225","1,865",198
NJ,Colts Neck Township School District,"10,042","1,263",52
NJ,Commercial Township School District,"4,584",837,215
NJ,Corbin City School District,473,59,2
NJ,Cranbury Township School District,"3,834",808,21
NJ,Cranford Township School District,"23,618","4,183",79
NJ,Cresskill Borough School District,"9,129","1,981",86
NJ,Cumberland Regional School District,"22,823","1,239",164
NJ,Deal Borough School District,901,141,14
NJ,Deerfield Township School District,"3,079",401,51
NJ,Delanco Township School District,"4,868",666,67
NJ,Delaware Township School District,"4,589",388,12
NJ,Delaware Valley Regional School District,"16,495",824,33
NJ,Delran Township School District,"18,046","3,004",239
NJ,Delsea Regional High School School District,"21,100","1,692",98
NJ,Demarest Borough School District,"4,967",678,29
NJ,Dennis Township School District,"6,310",965,88
NJ,Denville Township School District,"17,170","1,832",44
NJ,Deptford Township School District,"32,433","4,529",379
NJ,Dover Town School District,"20,115","2,876",517
NJ,Downe Township School District,"1,374",208,28
NJ,Dumont Borough School District,"17,812","2,808",124
NJ,Dunellen Borough School District,"7,622","1,386",129
NJ,Eagleswood Township School District,"1,772",128,15
NJ,East Amwell Township School District,"3,942",348,16
NJ,East Brunswick Township School District,"49,615","9,129",450
NJ,East Greenwich Township School District,"11,873","1,377",42
NJ,East Hanover Township School District,"11,146","1,051",29
NJ,East Newark Borough School District,"2,517",377,81
NJ,East Orange City School District,"68,463","11,485","2,810"
NJ,East Rutherford Borough School District,"9,993",845,80
NJ,East Windsor Regional School District,"35,328","5,439",365
NJ,Eastampton Township School District,"6,248",619,61
NJ,Eastern Camden County Regional School District,"40,857","2,224",126
NJ,Eatontown Borough School District,"13,607","1,139",125
NJ,Edgewater Borough School District,"14,295","1,435",110
NJ,Edgewater Park Township School District,"9,012","1,253",194
NJ,Edison Township School District,"107,363","18,197","1,015"
NJ,Egg Harbor City School District,"4,414",485,108
NJ,Egg Harbor Township School District,"48,034","8,324",959
NJ,Elizabeth City School District,"135,978","24,013","5,226"
NJ,Elk Township School District,"4,487",377,26
NJ,Elmwood Park Borough School District,"21,361","3,004",330
NJ,Elsinboro Township School District,"1,005",124,10
NJ,Emerson Borough School District,"7,269","1,181",34
NJ,Englewood City School District,"29,224","4,252",568
NJ,Englewood Cliffs Borough School District,"5,327",859,56
NJ,Essex Fells Borough School District,"2,207",232,7
NJ,Estell Manor City School District,"1,675",275,34
NJ,Evesham Township School District,"47,256","4,847",215
NJ,Ewing Township School District,"36,624","4,114",406
NJ,Fair Haven Borough School District,"6,274","1,041",17
NJ,Fair Lawn Borough School District,"34,827","5,982",239
NJ,Fairfield Township School District,"7,742",693,39
NJ,Fairfield Township School District,"5,446",466,102
NJ,Fairview Borough School District,"14,982","2,223",657
NJ,Farmingdale Borough School District,"1,505",145,9
